//ID	Name	Not Life Skill?	Class Requirement	Left Hand Requirement	Right Hand Requirement	Armor Requirement	Conch Usage	Skill Phase	Skill Type	Useful/Harmful	Learning Level	Prerequisite	Skill Points Consumption	Discharged Status	Apply Point	Cast Range	Process Target	Attack Mode	Angle	Radius	Region Shape	Prophase Management Formula	Add Surface Formula	SP Formula	Durability Consumption Formula	Top-up Consumption Formula	Region Formula	Discharge Phase Formula	Effect Phase Formula	Positive Effect Formula	Opposing Effect Formula	Bind Status ID Can Removed Manually	Self Parameter	Self Effect	Consumable	Duration	Target Parameter	Splash Parameter	Duration on Target	Splash Persists Effect	Morph ID	Summon ID	Discharge Duration	Repeated Discharge Duration	Damage Effect	Play Effect	Action	Keyframe	Attack Sound Effect	Character Dummy	Character Effect	Base Standard Value	Item Dummy	Item Effect	Item Effect 2	Path of Flight Keyframe	Character Dummy	Item Dummy 2	Path of Flight Effect	Path of Flight Speed	Attacked Sound Effect	Dummy	Character Attacked Effect	Effect Duration Point	Surface Attacked Effect	Water Surface Effect	Icon	Play Count	Command	Description	Effect	Consumption
104	#T_SKILLINFO_TXT_104#	1	14,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	2	1	0	-1	105,3;-2,-2;-2,-2	1	1	1	800	4	1	0	0	0	0	0	SkillSp_Xzfy	0	0	0	0	Skill_Xzfy_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Xzfy	1	1	12,0,0,0,0,0,0,0,0,0	0	88	-1,0	204,0	0,0	1	0,0	0,0	-1	-1	-1	0	0	-1	-1	205	0	0	0	s0104.tga	0	0,0	#T_SKILLINFO_TXT_D_104#	#T_SKILLINFO_TXT_F_104#	#T_SKILLINFO_TXT_U_104#
105	#T_SKILLINFO_TXT_105#	1	14,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	2	1	0	-1	119,4;-2,-2;-2,-2	1	1	1	800	4	1	0	0	0	0	0	SkillSp_Ayzz	0	0	0	0	Skill_Ayzz_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Ayzz	1	1	12,0,0,0,0,0,0,0,0,0	0	90	-1,0	244,0	0,0	1	245,0	0,0	-1	-1	-1	0	0	-1	2	0	-2	179	0	s0105.tga	0	0,0	#T_SKILLINFO_TXT_D_105#	#T_SKILLINFO_TXT_F_105#	#T_SKILLINFO_TXT_U_105#
106	#T_SKILLINFO_TXT_106#	1	13,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	2	1	1	-1	102,3;-2,-2;-2,-2	1	1	1	0	1	1	0	0	0	0	0	SkillSp_Xlpz	0	0	0	0	Skill_Xlpz_End	0	0	83	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Xlpz	1	1	12,0,0,0,0,0,0,0,0,0	0	98	-1,0	246,0	0,0	1	247,0	0,0	-1	-1	-1	0	0	-1	2	248	-2	0	0	s0106.tga	0	0,0	#T_SKILLINFO_TXT_D_106#	#T_SKILLINFO_TXT_F_106#	#T_SKILLINFO_TXT_U_106#
107	#T_SKILLINFO_TXT_107#	1	8,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	2	1	0	-1	82,2;-2,-2;-2,-2	1	1	1	0	4	2	0	0	4	0	0	SkillSp_Lh	0	0	SkillArea_Circle_Lh	0	Skill_Lh_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Lh	1	1	12,0,0,0,0,0,0,0,0,0	0	44	-1,0	100,0	0,0	-1	0,0	0,0	-1	-1	-1	0	0	45	-1	101	0	0	0	s0107.tga	0	0,0	#T_SKILLINFO_TXT_D_107#	#T_SKILLINFO_TXT_F_107#	#T_SKILLINFO_TXT_U_107#
108	#T_SKILLINFO_TXT_108#	1	1,10;8,10;9,10;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	2	1	0	-1	-1,-1;-2,-2;-2,-2	1	1	1	400	4	3	0	0	4	0	0	SkillSp_Ymsl	0	0	SkillArea_Circle_Ymsl	0	Skill_Ymsl_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Ymsl	1	1	11,0,0,0,0,0,0,0,0,0	0	-1	-1,0	117,0	0,0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	101	0	0	0	0	0	0,0	#T_SKILLINFO_TXT_D_108#	#T_SKILLINFO_TXT_F_108#	#T_SKILLINFO_TXT_U_108#
109	#T_SKILLINFO_TXT_109#	1	9,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	2	2	1	-1	84,5;-2,-2;-2,-2	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Fsz_Use	Skill_Fsz_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1,0,0,0,0,0,0,0,0,0	-1	-1	-1,0	0,0	0,0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0109.tga	0	0,0	#T_SKILLINFO_TXT_D_109#	#T_SKILLINFO_TXT_F_109#	#T_SKILLINFO_TXT_U_109#
110	#T_SKILLINFO_TXT_110#	1	10,10;-2,-2;-2,-2;-2,-2	1,11;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	2	2	1	-1	-1,-1;-2,-2;-2,-2	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Zjft_Use	Skill_Zjft_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1,0,0,0,0,0,0,0,0,0	-1	-1	-1,0	0,0	0,0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0,0	#T_SKILLINFO_TXT_D_110#	#T_SKILLINFO_TXT_F_110#	#T_SKILLINFO_TXT_U_110#
111	#T_SKILLINFO_TXT_111#	1	10,10;-2,-2;-2,-2;-2,-2	1,11;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	2	1	0	-1	-1,-1;-2,-2;-2,-2	1	1	1	200	4	2	0	0	2	0	0	SkillSp_Hxdj	0	0	SkillArea_Sector_Hxdj	0	Skill_Hxdj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Hxdj	1	1	13,0,0,0,0,0,0,0,0,0	0	-1	-1,0	0,0	0,0	1	136,0	0,0	0	-1	1	0	0	-1	2	109	0	0	0	0	0	0,0	#T_SKILLINFO_TXT_D_111#	#T_SKILLINFO_TXT_F_111#	#T_SKILLINFO_TXT_U_111#
112	#T_SKILLINFO_TXT_112#	1	2,10;12,10;-2,-2;-2,-2	1,3;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	2	1	0	-1	93,5;-2,-2;-2,-2	1	1	3	800	4	2	0	0	4	0	0	SkillSp_Lxjy	0	0	SkillArea_Square_Lxjy	0	Skill_Lxjy_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Lxjy	1	1	13,0,0,0,0,0,0,0,0,0	0	62	-1,0	107,0	0,0	-1	0,0	0,0	-1	-1	-1	0	0	63	-1	0	-2	106	0	s0112.tga	0	0,0	#T_SKILLINFO_TXT_D_112#	#T_SKILLINFO_TXT_F_112#	#T_SKILLINFO_TXT_U_112#
113	#T_SKILLINFO_TXT_113#	1	12,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,4;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	2	1	0	-1	78,5;-2,-2;-2,-2	1	1	1	600	4	2	0	0	4	0	SkillArea_State_Rsd	SkillSp_Rsd	0	0	SkillArea_Square_Rsd	0	Skill_Rsd_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Rsd	1	1	7,0,0,0,0,0,0,0,0,0	0	64	-1,0	254,0	0,0	1	255,0	0,0	0	-1	1	0	0	65	-1	0	-2	111	0	s0113.tga	0	0,0	#T_SKILLINFO_TXT_D_113#	#T_SKILLINFO_TXT_F_113#	#T_SKILLINFO_TXT_U_113#
114	#T_SKILLINFO_TXT_114#	1	12,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,4;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	2	1	0	-1	-1,-1;-2,-2;-2,-2	1	1	3	600	4	2	0	0	2	0	0	SkillSp_Ssd	0	0	SkillArea_Sector_Ssd	0	Skill_Ssd_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Ssd	2	1	7,0,0,0,0,0,0,0,0,0	-1	-1	-1,0	0,0	0,0	1	108,0	0,0	0	-1	1	2000	1000	-1	2	109	0	0	0	0	0	0,0	#T_SKILLINFO_TXT_D_114#	#T_SKILLINFO_TXT_F_114#	#T_SKILLINFO_TXT_U_114#
115	#T_SKILLINFO_TXT_115#	1	12,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,4;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	2	1	0	-1	-1,-1;-2,-2;-2,-2	1	1	3	800	4	2	0	0	1	0	0	SkillSp_Ctd	0	0	SkillArea_Line_Ctd	0	Skill_Ctd_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Ctd	2	1	7,0,0,0,0,0,0,0,0,0	-1	-1	-1,0	0,0	0,0	1	108,0	0,0	0	-1	1	1012	1500	-1	2	110	0	0	0	0	0	0,0	#T_SKILLINFO_TXT_D_115#	#T_SKILLINFO_TXT_F_115#	#T_SKILLINFO_TXT_U_115#
116	#T_SKILLINFO_TXT_116#	1	13,10;14,10;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	2	1	0	-1	80,2;-2,-2;-2,-2	1	1	1	600	4	2	0	0	3	0	SkillArea_State_Syzy	SkillSp_Syzy	0	0	SkillArea_Square_Syzy	0	Skill_Syzy_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Syzy	1	1	12,0,0,0,0,0,0,0,0,0	0	80	-1,0	175,0	0,0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	-2	0	0	s0116.tga	0	0,0	#T_SKILLINFO_TXT_D_116#	#T_SKILLINFO_TXT_F_116#	#T_SKILLINFO_TXT_U_116#
117	#T_SKILLINFO_TXT_117#	1	13,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,9;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	2	1	1	-1	-1,-1;-2,-2;-2,-2	1	1	1	800	5	2	0	0	4	0	0	SkillSp_Dzy	0	0	SkillArea_Circle_Dzy	0	Skill_Dzy_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Dzy	1	1	11,0,0,0,0,0,0,0,0,0	0	-1	2,0	113,0	0,0	-1	0,0	0,0	-1	-1	-1	0	0	-1	1	114	0	0	0	0	0	0,0	#T_SKILLINFO_TXT_D_117#	#T_SKILLINFO_TXT_F_117#	#T_SKILLINFO_TXT_U_117#
118	#T_SKILLINFO_TXT_118#	1	13,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,9;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	2	1	1	-1	-1,-1;-2,-2;-2,-2	1	1	1	800	5	2	0	0	4	0	0	SkillSp_Dhfs	0	0	SkillArea_Circle_Dhfs	0	Skill_Dhfs_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Dhfs	1	1	11,0,0,0,0,0,0,0,0,0	0	-1	-1,0	0,0	0,0	1	159,0	0,0	-1	-1	-1	0	0	-1	-1	133	0	149	0	0	0	0,0	#T_SKILLINFO_TXT_D_118#	#T_SKILLINFO_TXT_F_118#	#T_SKILLINFO_TXT_U_118#
119	#T_SKILLINFO_TXT_119#	1	14,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	2	1	0	-1	116,3;-2,-2;-2,-2	1	1	1	600	4	2	0	0	3	0	SkillArea_State_Zzzh	SkillSp_Zzzh	0	0	SkillArea_Square_Zzzh	0	Skill_Zzzh_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Zzzh	1	1	12,0,0,0,0,0,0,0,0,0	0	94	-1,0	157,0	0,0	1	243,0	0,0	-1	-1	-1	0	0	95	-1	0	-2	185	0	s0119.tga	0	0,0	#T_SKILLINFO_TXT_D_119#	#T_SKILLINFO_TXT_F_119#	#T_SKILLINFO_TXT_U_119#
120	#T_SKILLINFO_TXT_120#	1	14,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,9;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	2	1	1	-1	-1,-1;-2,-2;-2,-2	1	1	1	600	4	2	0	0	3	0	SkillArea_State_Sdbz	SkillSp_Sdbz	0	0	SkillArea_Square_Sdbz	0	Skill_Sdbz_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Sdbz	1	1	12,0,0,0,0,0,0,0,0,0	0	-1	-1,0	0,0	0,0	1	150,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0,0	#T_SKILLINFO_TXT_D_120#	#T_SKILLINFO_TXT_F_120#	#T_SKILLINFO_TXT_U_120#
121	#T_SKILLINFO_TXT_121#	1	14,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,9;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	2	1	0	-1	119,4;-2,-2;-2,-2	1	1	1	600	4	2	0	0	3	0	SkillArea_State_Synz	SkillSp_Synz	0	0	SkillArea_Square_Synz	0	Skill_Synz_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Synz	1	1	12,0,0,0,0,0,0,0,0,0	0	96	-1,0	237,0	0,0	1	238,0	0,0	-1	-1	-1	0	0	97	-1	0	-2	239	0	s0121.tga	0	0,0	#T_SKILLINFO_TXT_D_121#	#T_SKILLINFO_TXT_F_121#	#T_SKILLINFO_TXT_U_121#
122	#T_SKILLINFO_TXT_122#	1	13,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	2	1	1	-1	103,2;-2,-2;-2,-2	1	1	1	600	5	2	0	0	3	0	SkillArea_State_Hfwq	SkillSp_Hfwq	0	0	SkillArea_Square_Hfwq	0	Skill_Hfwq_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Hfwq	1	1	12,0,0,0,0,0,0,0,0,0	0	82	-1,0	241,0	0,0	1	242,0	0,0	-1	-1	-1	0	0	-1	-1	0	-2	165	0	s0122.tga	0	0,0	#T_SKILLINFO_TXT_D_122#	#T_SKILLINFO_TXT_F_122#	#T_SKILLINFO_TXT_U_122#
123	#T_SKILLINFO_TXT_123#	1	9,10;-2,-2;-2,-2;-2,-2	1,1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	2	1	1	-1	65,3;-2,-2;-2,-2	1	1	1	0	1	1	0	0	0	0	0	SkillSp_Ys	0	0	0	0	Skill_Ys_End	0	0	43	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Ys	1	1	12,0,0,0,0,0,0,0,0,0	0	52	-1,0	121,0	0,0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0123.tga	0	0,0	#T_SKILLINFO_TXT_D_123#	#T_SKILLINFO_TXT_F_123#	#T_SKILLINFO_TXT_U_123#
124	#T_SKILLINFO_TXT_124#	1	5,10;13,10;14,10;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	2	1	1	-1	98,4;-2,-2;-2,-2	1	1	1	800	6	1	0	0	0	0	0	SkillSp_Fh	0	0	0	Skill_Fh_Begin	Skill_Fh_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Fh	1	1	12,0,0,0,0,0,0,0,0,0	0	116	-1,0	113,0	0,0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	148	0	0	0	s0124.tga	0	0,0	#T_SKILLINFO_TXT_D_124#	#T_SKILLINFO_TXT_F_124#	#T_SKILLINFO_TXT_U_124#
125	#T_SKILLINFO_TXT_125#	1	8,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,27;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,27,0	2	2	1	-1	-1,27;-2,-2;-2,-2	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1,0,0,0,0,0,0,0,0,0	-1	-1	-1,0	0,0	0,0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0125.tga	0	0,0	#T_SKILLINFO_TXT_D_125#	#T_SKILLINFO_TXT_F_125#	#T_SKILLINFO_TXT_U_125#
126	#T_SKILLINFO_TXT_126#	1	12,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,12;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	2	2	1	-1	-1,-1;-2,-2;-2,-2	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1,0,0,0,0,0,0,0,0,0	-1	-1	-1,0	0,0	0,0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0126.tga	0	0,0	#T_SKILLINFO_TXT_D_126#	#T_SKILLINFO_TXT_F_126#	#T_SKILLINFO_TXT_U_126#
127	#T_SKILLINFO_TXT_127#	1	1,10;8,10;9,10;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	2	1	0	-1	222,4;-2,-2;-2,-2	1	1	1	0	4	2	0	0	4	0	0	SkillSp_Hx	0	0	SkillArea_Circle_Hx	0	Skill_Hx_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Hx	1	1	12,0,0,0,0,0,0,0,0,0	0	-1	-1,0	294,0	0,0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	101	0	0	0	s0127.tga	0	0,0	#T_SKILLINFO_TXT_D_127#	#T_SKILLINFO_TXT_F_127#	#T_SKILLINFO_TXT_U_127#
128	#T_SKILLINFO_TXT_128#	1	-1,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	-1	0	0	-1	-1,-1;-2,-2;-2,-2	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7,0,0,0,0,0,0,0,0,0	0	-1	-1,0	0,0	0,0	-1	0,0	0,0	0	2	-1	1027	1600	-1	2	226	-1	0	0	0	0	0,0	#T_SKILLINFO_TXT_D_128#	#T_SKILLINFO_TXT_F_128#	#T_SKILLINFO_TXT_U_128#
129	#T_SKILLINFO_TXT_129#	1	-1,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	-1	0	0	-1	-1,-1;-2,-2;-2,-2	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Zcmtl	1	1	7,0,0,0,0,0,0,0,0,0	0	-1	-1,0	0,0	0,0	-1	0,0	0,0	0	-1	-1	0	0	-1	-1	0	0	227	0	0	0	0,0	#T_SKILLINFO_TXT_D_129#	#T_SKILLINFO_TXT_F_129#	#T_SKILLINFO_TXT_U_129#
130	#T_SKILLINFO_TXT_130#	1	-1,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	-1	0	0	-1	-1,-1;-2,-2;-2,-2	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7,0,0,0,0,0,0,0,0,0	0	-1	-1,0	0,0	0,0	-1	0,0	0,0	0	9	-1	1028	4000	-1	2	0	-1	0	0	0	0	0,0	#T_SKILLINFO_TXT_D_130#	#T_SKILLINFO_TXT_F_130#	#T_SKILLINFO_TXT_U_130#
131	#T_SKILLINFO_TXT_131#	1	-1,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	-1	0	0	-1	-1,-1;-2,-2;-2,-2	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7,0,0,0,0,0,0,0,0,0	0	-1	-1,0	0,0	0,0	-1	0,0	0,0	0	2	-1	1029	1300	-1	2	229	-1	0	0	0	0	0,0	#T_SKILLINFO_TXT_D_131#	#T_SKILLINFO_TXT_F_131#	#T_SKILLINFO_TXT_U_131#
