43	81500,309000	95400,322200	-1	218	17	100	10	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000043#
44	84500,311000	92400,320200	-1	43	52	100	15	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000044#
45	96400,309000	117000,322700	-1	294	10	100	15	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000045#
46	101400,309000	116000,316700	-1	45	42	100	20	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000046#
47	129800,305600	146400,321200	-1	186,68,65,263,568	10,8,8,6,4	100,100,100,100,100	50,120,120,120,120	40	0	#RESOURCE_AREASET_TXT_000036#
48	4100,55000	227600,102400	-1	97,90	90,90	100,100	25,26	40	0	#DARKBLUE_DARKBLUECHASPN_TXT_000086#
49	258800,54400	406000,102400	-1	193,90,91	62,62,132	100,100,100	28,26,64	40	0	#DARKBLUE_DARKBLUECHASPN_TXT_000089#
50	4100,105200	122800,276400	-1	193,60,92,242	110,110,110,110	100,100,100,100	28,27,72,76	40	0	#DARKBLUE_DARKBLUECHASPN_TXT_000092#
51	80000,105200	100000,156400	-1	642,643	25,25	100,100	120,120	40	0	#DARKBLUE_DARKBLUECHASPN_TXT_000093#
52	100000,105200	122800,156400	-1	590,591	25,25	100,100	120,120	40	0	#DARKBLUE_DARKBLUECHASPN_TXT_000094#
53	80000,160000	100000,240000	-1	652,588	22,22	100,100	120,120	40	0	#DARKBLUE_DARKBLUECHASPN_TXT_000095#
54	80000,240000	122800,270000	-1	587	45	100	120	40	0	#DARKBLUE_DARKBLUECHASPN_TXT_000096#
55	80000,160000	122800,276400	-1	644,648,649	21,21,21	100,100,100	120,120,120	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000047#
56	125200,104800	339200,229200	-1	54,78	230,230	100,100	120,120	40	0	#DARKBLUE_DARKBLUECHASPN_TXT_000097#
57	175200,104800	225200,154800	-1	105,609,629	1,49,49	100,100,100	300,120,120	40	0	#DARKBLUE_DARKBLUECHASPN_TXT_000098#
58	285200,104800	339200,154800	-1	647,627	43,43	100,100	120,120	40	0	#DARKBLUE_DARKBLUECHASPN_TXT_000099#
59	125200,164800	175200,229200	-1	657,627	51,51	100,100	120,120	40	0	#DARKBLUE_DARKBLUECHASPN_TXT_000100#
60	225200,164800	339200,229200	-1	89,608,628	1,42,42	100,100,100	300,120,120	40	0	#DARKBLUE_DARKBLUECHASPN_TXT_000101#
61	342000,105600	406000,282800	-1	193,60	120,120	100,100	28,27	40	0	#DARKBLUE_DARKBLUECHASPN_TXT_000102#
62	350000,110000	400000,145000	-1	621,639	55,55	100,100	120,120	40	0	#DARKBLUE_DARKBLUECHASPN_TXT_000103#
63	350000,150000	400000,185000	-1	625	116	100	120	40	0	#DARKBLUE_DARKBLUECHASPN_TXT_000104#
64	350000,190000	400000,225000	-1	646	102	100	120	40	0	#DARKBLUE_DARKBLUECHASPN_TXT_000105#
65	350000,230000	400000,265000	-1	640,641	50,50	100,100	120,120	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000048#
66	124800,230000	233600,275600	-1	97,90	60,60	100,100	25,26	40	0	#DARKBLUE_DARKBLUECHASPN_TXT_000106#
67	124800,230000	174800,275600	-1	92,597,578	45,45,45	100,100,100	120,120,120	40	0	#DARKBLUE_DARKBLUECHASPN_TXT_000107#
68	184800,230000	233600,275600	-1	593,594,656	55,55,29	100,100,100	98,100,104	40	0	#DARKBLUE_DARKBLUECHASPN_TXT_000108#
69	271200,232800	339200,282400	-1	97,90	40,40	100,100	25,26	40	0	#DARKBLUE_DARKBLUECHASPN_TXT_000110#
70	289200,232800	339200,282400	-1	593,594,656	50,50,13	100,100,100	98,100,104	40	0	#DARKBLUE_DARKBLUECHASPN_TXT_000111#
71	4100,278400	57200,340400	-1	97,90	53,53	100,100	25,26	40	0	#DARKBLUE_DARKBLUECHASPN_TXT_000115#
72	156400,285200	307200,398800	-1	97,90	100,100	100,100	25,26	40	0	#DARKBLUE_DARKBLUECHASPN_TXT_000117#
73	160000,285200	230000,340000	-1	92,632	88,88	100,100	72,28	40	0	#DARKBLUE_DARKBLUECHASPN_TXT_000118#
74	233000,285200	303000,340000	-1	53,44	86,86	100,100	30,30	40	0	#GARNER_GARNERCHASPN_TXT_000123#
75	233000,343000	303200,393800	-1	91,577	81,81	100,100	64,62	40	0	#GARNER_GARNERCHASPN_TXT_000124#
76	160000,343000	230000,360000	-1	593,594	19,19	100,100	98,100	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000049#
77	183200,360000	210000,393800	-1	656	39	100	104	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000050#
78	309600,285600	406000,397200	-1	193,90,242	100,30,80	100,100,100	28,26,76	40	0	#DARKBLUE_DARKBLUECHASPN_TXT_000119#
79	359600,285600	406000,337200	-1	623,586	58,58	100,100	120,120	40	0	#DARKBLUE_DARKBLUECHASPN_TXT_000120#
80	359600,345600	406000,397200	-1	605,624	105,105	100,100	120,120	40	0	#GARNER_GARNERCHASPN_TXT_000125#
81	4100,337600	78000,398800	-1	97,60	40,40	100,100	25,27	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000051#
82	4100,370000	73600,398800	-1	97,193	42,42	100,100	25,28	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000052#
83	76000,375000	155000,397200	-1	97,60,193	55,55,55	100,100,100	25,27,28	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000053#
84	214000,360000	228000,393800	-1	593	35	100	98	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000054#
85	185000,175000	215000,215000	-1	648,649	40,40	100	180	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000055#
86	200000,200000	200000,200000	-1	685	1	100	7200	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000056#
87	85700,321700	95700,331700	-1	843	1	100	1800	40	0	#DARKBLUE_DARKBLUECHASPN_TXT_000122#
88	117500,322000	127500,322000	-1	847	1	100	1800	40	0	#DARKBLUE_DARKBLUECHASPN_TXT_000122#
89	105700,292700	113100,297800	-1	849	1	100	1800	40	0	#DARKBLUE_DARKBLUECHASPN_TXT_000122#
90	190000,307600	200000,317600	-1	853	1	100	1800	40	0	#DARKBLUE_DARKBLUECHASPN_TXT_000122#
91	97000,349500	97500,350000	-1	1197	1	100	20	40	0	boss

//3µº
103	235100,56500	250600,73400	-1	893,894,895,903,904,905	5,4,3,5,4,3	100,100,100,100,100,100	80,80,80,80,80,100	40	0	É³á°
92	241100,235500	262500,257600	-1	893,894,895,903,904,905	5,4,3,5,4,3	100,100,100,100,100,100	80,80,80,80,80,100	40	0	É³á°
93	163300,372800	175500,384200	-1	893,894,895,903,904,905	4,3,2,4,3,2	100,100,100,100,100,100	80,80,80,80,80,100	40	0	É³á°
//3-8¼¶¿ó
94	57800,290500	152300,343700	-1	900,901,902,903,904,905	30,25,25,20,15,10	100,100,100,100,100,100	80,80,80,80,100,120	40	0	É³á°
//1-2¼¶¿ó
95	95000,347600	123300,360900	-1	898,899	20,20	100,100	80,80	40	0	É³á°
//º£²ú
96	155000,300000	400000,400000	-1	920,921,922,908,913,911	60,60,60,60,60,60	100,100,100,100,100,100	80,80,80,80,80,80	40	0	É³á°
97	155000,200000	400000,300000	-1	921,922,923,911,912,913	60,60,60,60,60,60	100,100,100,100,100,100	80,80,80,80,80,80	40	0	É³á°
98	155000,100000	400000,400000	-1	922,923,924,911,912,917	60,60,60,60,60,60	100,100,100,100,100,100	80,80,80,80,80,80	40	0	É³á°
99	155000,10000	400000,100000	-1	923,924,925,912,914,917	60,60,60,60,60,60	100,100,100,100,100,100	80,80,80,80,80,80	40	0	É³á°
100	10000,140000	155000,280000	-1	924,925,926,917	40,40,40,40	100,100,100,100	80,80,80,80	40	0	É³á°
101	10000,10000	155000,140000	-1	925,926,927,914	40,40,40,40	100,100,100,100	80,80,80,80	40	0	É³á°
102	10000,370000	155000,400000	-1	918,919,909,910	25,25,25,25	100,100,100,100	80,80,80,80	40	0	É³á°
104	10000,280000	50000,370000	-1	920,921,908,913	25,25,25,25	100,100,100,100	80,80,80,80	40	0	É³á°
